EventID,Locality,Station,LatitudeInDD,LongitudeInDD,DepthInMeters,Temperature,Salinity,Oxygen,ObservationDate,ObservationTime,ImageFilePath,ScientificName,AphiaID,VernacularName,IdentificationComment,IndividualCount,Density (species/m²),PercentCover,Size,Condition,AssociatedTaxa,Habitat,Substrate
Dive 507035,Sonnier Bank,S3-T8,28.328201133333334,-92.46543482,50.309999999999995,,,,22/9/2017,13:40:22,,Antipathes sp.,,Black Coral Sea Fan,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 507035,Sonnier Bank,S3-T8,28.328201133333334,-92.46543482,50.309999999999995,,,,22/9/2017,13:40:22,,Stichopathes sp. ,,,,3,1.1538461538461537,,,,,Coral Community,Coral Community
Dive 507036,Sonnier Bank,S3-T8,28.328174083333334,-92.4654305,50.1,,,,22/9/2017,13:40:44,,Stichopathes sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 507036,Sonnier Bank,S3-T8,28.328174083333334,-92.4654305,50.1,,,,22/9/2017,13:40:44,,Tanacetipathes sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 507038,Sonnier Bank,S3-T8,28.328169216666666,-92.46544128,50.18,,,,22/9/2017,13:41:01,,Stichopathes sp. ,,,,5,1.923076923076923,,,,,Coral Community,Coral Community
Dive 507038,Sonnier Bank,S3-T8,28.328169216666666,-92.46544128,50.18,,,,22/9/2017,13:41:01,,Antipathes furcata,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 507038,Sonnier Bank,S3-T8,28.328169216666666,-92.46544128,50.18,,,,22/9/2017,13:41:01,,Ellisella sp.,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 507039,Sonnier Bank,S3-T8,28.3281272,-92.46542817,50.26,,,,22/9/2017,13:41:32,,Stichopathes sp. ,,,,4,1.5384615384615383,,,,,Coral Community,Coral Community
Dive 508004,Alderdice Bank,A1-T1,28.09528915,-92.00692742,84.92,,,,9/22/2017 0:00,16:28:10,,Bebryce sp.,,,,4,1.5384615384615383,,,,,Coral Community,Coral Community
Dive 508004,Alderdice Bank,A1-T1,28.09528915,-92.00692742,84.92,,,,9/22/2017 0:00,16:28:10,,Chironepthya caribaea,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508004,Alderdice Bank,A1-T1,28.09528915,-92.00692742,84.92,,,,9/22/2017 0:00,16:28:10,,Antipathes furcata,,,,3,1.1538461538461537,,,,,Coral Community,Coral Community
Dive 508004,Alderdice Bank,A1-T1,28.09528915,-92.00692742,84.92,,,,9/22/2017 0:00,16:28:10,,Tanacetipathes sp. ,,,,3,1.1538461538461537,,,,,Coral Community,Coral Community
Dive 508004,Alderdice Bank,A1-T1,28.09528915,-92.00692742,84.92,,,,9/22/2017 0:00,16:28:10,,Stichopathes sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508006,Alderdice Bank,A1-T1,28.09523795,-92.00695307,84.03,,,,9/22/2017 0:00,16:29:20,,Nicella sp. ,,,,16,6.153846153846153,,,,,Coral Community,Coral Community
Dive 508006,Alderdice Bank,A1-T1,28.09523795,-92.00695307,84.03,,,,9/22/2017 0:00,16:29:20,,Bebryce sp.,,,,9,3.4615384615384612,,,,,Coral Community,Coral Community
Dive 508006,Alderdice Bank,A1-T1,28.09523795,-92.00695307,84.03,,,,9/22/2017 0:00,16:29:20,,Stichopathes sp. ,,,,3,1.1538461538461537,,,,,Coral Community,Coral Community
Dive 508008,Alderdice Bank,A1-T1,28.0952262,-92.0069529,83.74,,,,9/22/2017 0:00,16:29:33,,Bebryce sp.,,,,23,8.846153846153847,,,,,Coral Community,Coral Community
Dive 508008,Alderdice Bank,A1-T1,28.0952262,-92.0069529,83.74,,,,9/22/2017 0:00,16:29:33,,Nicella sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508008,Alderdice Bank,A1-T1,28.0952262,-92.0069529,83.74,,,,9/22/2017 0:00,16:29:33,,Paramuricea sp.,,,,2,0.7692307692307692,,,,,Coral Community,Coral Community
Dive 508008,Alderdice Bank,A1-T1,28.0952262,-92.0069529,83.74,,,,9/22/2017 0:00,16:29:33,,Plexauridae sp.,,G08,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508010,Alderdice Bank,A1-T1,28.095204683333332,-92.00694995,83.2,,,,9/22/2017 0:00,16:29:42,,Bebryce sp.,,,,19,7.3076923076923075,,,,,Coral Community,Coral Community
Dive 508010,Alderdice Bank,A1-T1,28.095204683333332,-92.00694995,83.2,,,,9/22/2017 0:00,16:29:42,,Stichopathes sp. ,,,,2,0.7692307692307692,,,,,Coral Community,Coral Community
Dive 508010,Alderdice Bank,A1-T1,28.095204683333332,-92.00694995,83.2,,,,9/22/2017 0:00,16:29:42,,Swiftia sp.,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508011,Alderdice Bank,A1-T1,28.09517335,-92.00697198,83.1,,,,9/22/2017 0:00,16:30:14,,Bebryce sp.,,,,6,2.3076923076923075,,,,,Coral Community,Coral Community
Dive 508011,Alderdice Bank,A1-T1,28.09517335,-92.00697198,83.1,,,,9/22/2017 0:00,16:30:14,,Nicella sp. ,,,,3,1.1538461538461537,,,,,Coral Community,Coral Community
Dive 508011,Alderdice Bank,A1-T1,28.09517335,-92.00697198,83.1,,,,9/22/2017 0:00,16:30:14,,Swiftia sp.,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508011,Alderdice Bank,A1-T1,28.09517335,-92.00697198,83.1,,,,9/22/2017 0:00,16:30:14,,Stichopathes sp. ,,,,2,0.7692307692307692,,,,,Coral Community,Coral Community
Dive 508013,Alderdice Bank,A1-T1,28.095184483333334,-92.00696133,83.17,,,,9/22/2017 0:00,16:30:52,,Bebryce sp.,,,,8,3.0769230769230766,,,,,Coral Community,Coral Community
Dive 508013,Alderdice Bank,A1-T1,28.095184483333334,-92.00696133,83.17,,,,9/22/2017 0:00,16:30:52,,Nicella sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508013,Alderdice Bank,A1-T1,28.095184483333334,-92.00696133,83.17,,,,9/22/2017 0:00,16:30:52,,Swiftia sp.,,,,4,1.5384615384615383,,,,,Coral Community,Coral Community
Dive 508015,Alderdice Bank,A1-T1,28.09517055,-92.00698218,83.03,,,,9/22/2017 0:00,16:31:03,,Antipathes furcata,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508015,Alderdice Bank,A1-T1,28.09517055,-92.00698218,83.03,,,,9/22/2017 0:00,16:31:03,,Bebryce sp.,,,,2,0.7692307692307692,,,,,Coral Community,Coral Community
Dive 508016,Alderdice Bank,A1-T1,28.095193066666667,-92.00698973,82.94,,,,9/22/2017 0:00,16:31:11,,Swiftia sp.,,,,8,3.0769230769230766,,,,,Coral Community,Coral Community
Dive 508016,Alderdice Bank,A1-T1,28.095193066666667,-92.00698973,82.94,,,,9/22/2017 0:00,16:31:11,,Paramuricea sp.,,,,2,0.7692307692307692,,,,,Coral Community,Coral Community
Dive 508016,Alderdice Bank,A1-T1,28.095193066666667,-92.00698973,82.94,,,,9/22/2017 0:00,16:31:11,,Bebryce sp.,,,,2,0.7692307692307692,,,,,Coral Community,Coral Community
Dive 508018,Alderdice Bank,A1-T1,28.0951871,-92.00701132,82.7,,,,9/22/2017 0:00,16:31:18,,Swiftia sp.,,,,4,1.5384615384615383,,,,,Coral Community,Coral Community
Dive 508019,Alderdice Bank,A1-T1,28.0951809,-92.00703498,83.01,,,,9/22/2017 0:00,16:31:26,,Swiftia sp.,,,,5,1.923076923076923,,,,,Coral Community,Coral Community
Dive 508020,Alderdice Bank,A1-T1,28.095176616666667,-92.00707205,82.89,,,,9/22/2017 0:00,16:31:37,,Swiftia sp.,,,,2,0.7692307692307692,,,,,Coral Community,Coral Community
Dive 508020,Alderdice Bank,A1-T1,28.095176616666667,-92.00707205,82.89,,,,9/22/2017 0:00,16:31:37,,Stichopathes sp. ,,,,2,0.7692307692307692,,,,,Coral Community,Coral Community
Dive 508021,Alderdice Bank,A1-T1,28.095159366666667,-92.00708077,82.5,,,,9/22/2017 0:00,16:31:52,,Swiftia sp.,,,,4,1.5384615384615383,,,,,Coral Community,Coral Community
Dive 508021,Alderdice Bank,A1-T1,28.095159366666667,-92.00708077,82.5,,,,9/22/2017 0:00,16:31:52,,Stichopathes sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508022,Alderdice Bank,A1-T1,28.095143816666667,-92.0071294,82.5,,,,9/22/2017 0:00,16:32:07,,Swiftia sp.,,,,7,2.692307692307692,,,,,Coral Community,Coral Community
Dive 508022,Alderdice Bank,A1-T1,28.095143816666667,-92.0071294,82.5,,,,9/22/2017 0:00,16:32:07,,Stichopathes sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508022,Alderdice Bank,A1-T1,28.095143816666667,-92.0071294,82.5,,,,9/22/2017 0:00,16:32:07,,Nicella sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508022,Alderdice Bank,A1-T1,28.095143816666667,-92.0071294,82.5,,,,9/22/2017 0:00,16:32:07,,Chironepthya caribaea,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508023,Alderdice Bank,A1-T1,28.0951356,-92.0071385,82.42,,,,9/22/2017 0:00,16:32:31,,Plexauridae sp.,,G08,,8,3.0769230769230766,,,,,Coral Community,Coral Community
Dive 508023,Alderdice Bank,A1-T1,28.0951356,-92.0071385,82.42,,,,9/22/2017 0:00,16:32:31,,Paramuricea sp.,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508023,Alderdice Bank,A1-T1,28.0951356,-92.0071385,82.42,,,,9/22/2017 0:00,16:32:31,,Bebryce sp.,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508023,Alderdice Bank,A1-T1,28.0951356,-92.0071385,82.42,,,,9/22/2017 0:00,16:32:31,,Nicella sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508023,Alderdice Bank,A1-T1,28.0951356,-92.0071385,82.42,,,,9/22/2017 0:00,16:32:31,,Swiftia sp.,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508023,Alderdice Bank,A1-T1,28.0951356,-92.0071385,82.42,,,,9/22/2017 0:00,16:32:31,,Hypnogorgia sp.,,,,2,0.7692307692307692,,,,,Coral Community,Coral Community
Dive 508023,Alderdice Bank,A1-T1,28.0951356,-92.0071385,82.42,,,,9/22/2017 0:00,16:32:31,,Stichopathes sp. ,,,,3,1.1538461538461537,,,,,Coral Community,Coral Community
Dive 508024,Alderdice Bank,A1-T1,28.095103283333334,-92.00716608,82.3,,,,9/22/2017 0:00,16:32:45,,Stichopathes sp. ,,,,4,1.5384615384615383,,,,,Coral Community,Coral Community
Dive 508024,Alderdice Bank,A1-T1,28.095103283333334,-92.00716608,82.3,,,,9/22/2017 0:00,16:32:45,,Swiftia sp.,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508024,Alderdice Bank,A1-T1,28.095103283333334,-92.00716608,82.3,,,,9/22/2017 0:00,16:32:45,,Hypnogorgia sp.,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508026,Alderdice Bank,A1-T1,28.09508225,-92.0071831,82.25,,,,9/22/2017 0:00,16:33:10,,Stichopathes sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508026,Alderdice Bank,A1-T1,28.09508225,-92.0071831,82.25,,,,9/22/2017 0:00,16:33:10,,Nicella sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508060,Alderdice Bank,A1-T2,28.095015683333333,-92.0067182,84.7,,,,9/22/2017 0:00,16:53:22,,Bebryce sp.,,,,4,1.5384615384615383,,,,,Coral Community,Coral Community
Dive 508060,Alderdice Bank,A1-T2,28.095015683333333,-92.0067182,84.7,,,,9/22/2017 0:00,16:53:22,,Stichopathes sp. ,,,,2,0.7692307692307692,,,,,Coral Community,Coral Community
Dive 508060,Alderdice Bank,A1-T2,28.095015683333333,-92.0067182,84.7,,,,9/22/2017 0:00,16:53:22,,Caliacis sp.,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508062,Alderdice Bank,A1-T2,28.095033783333335,-92.0066711,83.92,,,,9/22/2017 0:00,16:53:56,,Antipathes furcata,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508062,Alderdice Bank,A1-T2,28.095033783333335,-92.0066711,83.92,,,,9/22/2017 0:00,16:53:56,,Nicella sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508062,Alderdice Bank,A1-T2,28.095033783333335,-92.0066711,83.92,,,,9/22/2017 0:00,16:53:56,,Acanthopathes thyoides,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508063,Alderdice Bank,A1-T2,28.0950266,-92.00661415,84.22,,,,9/22/2017 0:00,16:54:11,,Antipathes furcata,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508063,Alderdice Bank,A1-T2,28.0950266,-92.00661415,84.22,,,,9/22/2017 0:00,16:54:11,,Stichopathes sp. ,,,,3,1.1538461538461537,,,,,Coral Community,Coral Community
Dive 508064,Alderdice Bank,A1-T2,28.09501575,-92.00657902,84.13,,,,9/22/2017 0:00,16:54:28,,Antipathes furcata,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508064,Alderdice Bank,A1-T2,28.09501575,-92.00657902,84.13,,,,9/22/2017 0:00,16:54:28,,Elatopathes abietina,,,White,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508064,Alderdice Bank,A1-T2,28.09501575,-92.00657902,84.13,,,,9/22/2017 0:00,16:54:28,,Stichopathes sp. ,,,,2,0.7692307692307692,,,,,Coral Community,Coral Community
Dive 508065,Alderdice Bank,A1-T2,28.0950129,-92.00655917,84.36,,,,9/22/2017 0:00,16:54:47,,.,,,,0,0,,,,,Coral Community,Coral Community
Dive 508066,Alderdice Bank,A1-T2,28.0950402,-92.00655643,84.11,,,,9/22/2017 0:00,16:54:55,,Stichopathes sp. ,,,,6,2.3076923076923075,,,,,Coral Community,Coral Community
Dive 508066,Alderdice Bank,A1-T2,28.0950402,-92.00655643,84.11,,,,9/22/2017 0:00,16:54:55,,Paramuricea sp.,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508067,Alderdice Bank,A1-T2,28.095029383333333,-92.00650847,84.16000000000001,,,,9/22/2017 0:00,16:55:08,,Bebryce sp.,,,,2,0.7692307692307692,,,,,Coral Community,Coral Community
Dive 508067,Alderdice Bank,A1-T2,28.095029383333333,-92.00650847,84.16000000000001,,,,9/22/2017 0:00,16:55:08,,Swiftia sp.,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508069,Alderdice Bank,A1-T2,28.0950272,-92.006432,84.1,,,,9/22/2017 0:00,16:55:40,,Stichopathes sp. ,,,,3,1.1538461538461537,,,,,Coral Community,Coral Community
Dive 508069,Alderdice Bank,A1-T2,28.0950272,-92.006432,84.1,,,,9/22/2017 0:00,16:55:40,,Bebryce sp.,,,,2,0.7692307692307692,,,,,Coral Community,Coral Community
Dive 508069,Alderdice Bank,A1-T2,28.0950272,-92.006432,84.1,,,,9/22/2017 0:00,16:55:40,,Acanthopathes thyoides,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508069,Alderdice Bank,A1-T2,28.0950272,-92.006432,84.1,,,,9/22/2017 0:00,16:55:40,,Antipathes sp.,,Black Coral Sea Fan,,3,1.1538461538461537,,,,,Coral Community,Coral Community
Dive 508070,Alderdice Bank,A1-T2,28.095026533333332,-92.00641305,83.3,,,,9/22/2017 0:00,16:55:52,,Stichopathes sp. ,,,,2,0.7692307692307692,,,,,Coral Community,Coral Community
Dive 508070,Alderdice Bank,A1-T2,28.095026533333332,-92.00641305,83.3,,,,9/22/2017 0:00,16:55:52,,Nicella sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508070,Alderdice Bank,A1-T2,28.095026533333332,-92.00641305,83.3,,,,9/22/2017 0:00,16:55:52,,Antipathes furcata,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508070,Alderdice Bank,A1-T2,28.095026533333332,-92.00641305,83.3,,,,9/22/2017 0:00,16:55:52,,Acanthopathes thyoides,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508070,Alderdice Bank,A1-T2,28.095026533333332,-92.00641305,83.3,,,,9/22/2017 0:00,16:55:52,,Antipathes sp.,,Black Coral Sea Fan,,4,1.5384615384615383,,,,,Coral Community,Coral Community
Dive 508070,Alderdice Bank,A1-T2,28.095026533333332,-92.00641305,83.3,,,,9/22/2017 0:00,16:55:52,,Plexauridae sp.,,G08,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508072,Alderdice Bank,A1-T2,28.095045766666665,-92.00638365,83.35,,,,9/22/2017 0:00,16:56:09,,Bebryce sp.,,,,4,1.5384615384615383,,,,,Coral Community,Coral Community
Dive 508072,Alderdice Bank,A1-T2,28.095045766666665,-92.00638365,83.35,,,,9/22/2017 0:00,16:56:09,,Acanthopathes thyoides,,,,3,1.1538461538461537,,,,,Coral Community,Coral Community
Dive 508072,Alderdice Bank,A1-T2,28.095045766666665,-92.00638365,83.35,,,,9/22/2017 0:00,16:56:09,,Stichopathes sp. ,,,,3,1.1538461538461537,,,,,Coral Community,Coral Community
Dive 508073,Alderdice Bank,A1-T2,28.095044633333334,-92.00640705,82.9,,,,9/22/2017 0:00,16:56:16,,Bebryce sp.,,,,3,1.1538461538461537,,,,,Coral Community,Coral Community
Dive 508073,Alderdice Bank,A1-T2,28.095044633333334,-92.00640705,82.9,,,,9/22/2017 0:00,16:56:16,,Nicella sp. ,,,,2,0.7692307692307692,,,,,Coral Community,Coral Community
Dive 508073,Alderdice Bank,A1-T2,28.095044633333334,-92.00640705,82.9,,,,9/22/2017 0:00,16:56:16,,Stichopathes sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508073,Alderdice Bank,A1-T2,28.095044633333334,-92.00640705,82.9,,,,9/22/2017 0:00,16:56:16,,Muricea pendula,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508074,Alderdice Bank,A1-T2,28.095079166666668,-92.006385,83.24,,,,9/22/2017 0:00,16:56:28,,Stichopathes sp. ,,,,6,2.3076923076923075,,,,,Coral Community,Coral Community
Dive 508074,Alderdice Bank,A1-T2,28.095079166666668,-92.006385,83.24,,,,9/22/2017 0:00,16:56:28,,Nicella sp. ,,,,8,3.0769230769230766,,,,,Coral Community,Coral Community
Dive 508074,Alderdice Bank,A1-T2,28.095079166666668,-92.006385,83.24,,,,9/22/2017 0:00,16:56:28,,Bebryce sp.,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508075,Alderdice Bank,A1-T2,28.095077033333332,-92.00630708,83.6,,,,9/22/2017 0:00,16:56:51,,Stichopathes sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508075,Alderdice Bank,A1-T2,28.095077033333332,-92.00630708,83.6,,,,9/22/2017 0:00,16:56:51,,Acanthopathes thyoides,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508076,Alderdice Bank,A1-T2,28.095074933333333,-92.00629285,83.6,,,,9/22/2017 0:00,16:56:58,,Stichopathes sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508076,Alderdice Bank,A1-T2,28.095074933333333,-92.00629285,83.6,,,,9/22/2017 0:00,16:56:58,,Antipathes furcata,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508077,Alderdice Bank,A1-T2,28.095129083333333,-92.00627637,83.92999999999999,,,,9/22/2017 0:00,16:57:21,,Swiftia sp.,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508078,Alderdice Bank,A1-T2,28.09515715,-92.00628027,84.01,,,,9/22/2017 0:00,16:57:34,,Swiftia sp.,,,,3,1.1538461538461537,,,,,Coral Community,Coral Community
Dive 508078,Alderdice Bank,A1-T2,28.09515715,-92.00628027,84.01,,,,9/22/2017 0:00,16:57:34,,Stichopathes sp. ,,,,3,1.1538461538461537,,,,,Coral Community,Coral Community
Dive 508080,Alderdice Bank,A1-T2,28.09515675,-92.00621715,84.1,,,,9/22/2017 0:00,16:57:53,,Swiftia sp.,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508080,Alderdice Bank,A1-T2,28.09515675,-92.00621715,84.1,,,,9/22/2017 0:00,16:57:53,,Stichopathes sp. ,,,,3,1.1538461538461537,,,,,Coral Community,Coral Community
Dive 508080,Alderdice Bank,A1-T2,28.09515675,-92.00621715,84.1,,,,9/22/2017 0:00,16:57:53,,Nicella sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508081,Alderdice Bank,A1-T2,28.095147383333334,-92.00619752,84,,,,9/22/2017 0:00,16:58:04,,Swiftia sp.,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508081,Alderdice Bank,A1-T2,28.095147383333334,-92.00619752,84,,,,9/22/2017 0:00,16:58:04,,Stichopathes sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 508082,Alderdice Bank,A1-T2,28.095170416666665,-92.00620038,84.29,,,,9/22/2017 0:00,16:58:10,,Stichopathes sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 509014,Alderdice Bank,A7-T3,28.088879366666667,-92.00169183,77.27000000000001,,,,22/9/2017,17:49:09,,Stichopathes sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 509014,Alderdice Bank,A7-T3,28.088879366666667,-92.00169183,77.27000000000001,,,,22/9/2017,17:49:09,,Nicella sp. ,,,,2,0.7692307692307692,,,,,Coral Community,Coral Community
Dive 509015,Alderdice Bank,A7-T3,28.088861983333334,-92.00169205,77.42,,,,22/9/2017,17:49:13,,Stichopathes sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 509015,Alderdice Bank,A7-T3,28.088861983333334,-92.00169205,77.42,,,,22/9/2017,17:49:13,,Nicella sp. ,,,,2,0.7692307692307692,,,,,Coral Community,Coral Community
Dive 509016,Alderdice Bank,A7-T3,28.088870833333335,-92.00166018,77.26,,,,22/9/2017,17:49:24,,Hypnogorgia sp.,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 509016,Alderdice Bank,A7-T3,28.088870833333335,-92.00166018,77.26,,,,22/9/2017,17:49:24,,Nicella sp. ,,,,42,16.153846153846153,,,,,Coral Community,Coral Community
Dive 509017,Alderdice Bank,A7-T3,28.088894316666668,-92.00159878,76.9,,,,22/9/2017,17:49:39,,Stichopathes sp. ,,,,1,0.3846153846153846,,,,,Coral Community,Coral Community
Dive 509017,Alderdice Bank,A7-T3,28.088894316666668,-92.00159878,76.9,,,,22/9/2017,17:49:39,,Nicella sp. ,,,,19,7.3076923076923075,,,,,Coral Community,Coral Community
Dive 509018,Alderdice Bank,A7-T3,28.0888733,-92.00156068,77.15,,,,22/9/2017,17:49:52,,Nicella sp. ,,,,3,1.1538461538461537,,,,,Coral Community,Coral Community
Dive 509019,Alderdice Bank,A7-T3,28.088855083333332,-92.00152655,77.41000000000001,,,,22/9/2017,17:50:05,,.,,,,0,0,,,,,Coral Community,Coral Community
Dive 509020,Alderdice Bank,A7-T3,28.088867766666667,-92.00149953,77.38,,,,22/9/2017,17:50:15,,Nicella sp. ,,,,6,2.3076923076923075,,,,,Coral Community,Coral Community
Dive 509021,Alderdice Bank,A7-T3,28.0888654,-92.00146563,77.43,,,,22/9/2017,17:50:24,,Stichopathes sp. ,,,,2,0.7692307692307692,,,,,Coral Community,Coral Community
Dive 509021,Alderdice Bank,A7-T3,28.0888654,-92.00146563,77.43,,,,22/9/2017,17:50:24,,Nicella sp. ,,,,6,2.3076923076923075,,,,,Coralline Algae,Reefs
Dive 509021,Alderdice Bank,A7-T3,28.0888654,-92.00146563,77.43,,,,22/9/2017,17:50:24,,Chironepthya caribaea,,,,1,0.3846153846153846,,,,,Coralline Algae,Reefs
Dive 509022,Alderdice Bank,A7-T3,28.088850416666666,-92.00139318,77.83,,,,22/9/2017,17:50:54,,.,,,,0,0,,,,,Coralline Algae,Reefs
Dive 509023,Alderdice Bank,A7-T3,28.08884715,-92.00134618,77.92,,,,22/9/2017,17:51:07,,.,,,,0,0,,,,,Coralline Algae,Reefs
Dive 509024,Alderdice Bank,A7-T3,28.088816966666666,-92.0012988,77.9,,,,22/9/2017,17:51:27,,.,,,,0,0,,,,,Coralline Algae,Reefs
Dive 509025,Alderdice Bank,A7-T3,28.08882065,-92.00124418,78.23,,,,22/9/2017,17:51:42,,.,,,,0,0,,,,,Coralline Algae,Reefs
Dive 509026,Alderdice Bank,A7-T3,28.08880308333333,-92.00118413,78.38,,,,22/9/2017,17:51:57,,.,,,,0,0,,,,,Coralline Algae,Reefs
Dive 509027,Alderdice Bank,A7-T3,28.08882005,-92.00110418,78.24,,,,22/9/2017,17:52:26,,Ellisella sp.,,,,2,0.7692307692307692,,,,,Coralline Algae,Reefs
Dive 509027,Alderdice Bank,A7-T3,28.08882005,-92.00110418,78.24,,,,22/9/2017,17:52:26,,Antipathes furcata,,,,1,0.3846153846153846,,,,,Coralline Algae,Reefs
